OBS,ID,CS,CSRUM,CSPRRM,TT1,TC1,TT2,TC2,TT3,TC3,Choice,Sex,Age,Edu,IncHH,Urb,SClass
701,71,1,1,1,23,6,27,4,35,3,1,2,52,6,18,1,3
702,71,2,0,1,27,5,35,4,23,6,3,2,52,6,18,1,3
703,71,3,1,0,35,3,23,5,31,4,2,2,52,6,18,1,3
704,71,4,0,1,27,4,23,5,35,3,2,2,52,6,18,1,3
705,71,5,1,0,35,3,27,6,31,5,2,2,52,6,18,1,3
706,71,6,0,1,23,6,27,5,35,3,1,2,52,6,18,1,3
707,71,7,1,0,35,3,31,5,23,6,3,2,52,6,18,1,3
708,71,8,0,0,27,5,23,6,31,3,2,2,52,6,18,1,3
709,71,9,0,0,35,3,31,4,27,6,3,2,52,6,18,1,3
710,71,10,0,0,23,6,27,4,31,3,1,2,52,6,18,1,3
711,72,1,1,1,23,6,27,4,35,3,2,2,34,4,13,2,3
712,72,2,0,1,27,5,35,4,23,6,1,2,34,4,13,2,3
713,72,3,1,0,35,3,23,5,31,4,2,2,34,4,13,2,3
714,72,4,0,1,27,4,23,5,35,3,1,2,34,4,13,2,3
715,72,5,1,0,35,3,27,6,31,5,2,2,34,4,13,2,3
716,72,6,0,1,23,6,27,5,35,3,2,2,34,4,13,2,3
717,72,7,1,0,35,3,31,5,23,6,3,2,34,4,13,2,3
718,72,8,0,0,27,5,23,6,31,3,1,2,34,4,13,2,3
719,72,9,0,0,35,3,31,4,27,6,2,2,34,4,13,2,3
720,72,10,0,0,23,6,27,4,31,3,2,2,34,4,13,2,3
721,73,1,1,1,23,6,27,4,35,3,2,1,45,6,16,4,2
722,73,2,0,1,27,5,35,4,23,6,1,1,45,6,16,4,2
723,73,3,1,0,35,3,23,5,31,4,2,1,45,6,16,4,2
724,73,4,0,1,27,4,23,5,35,3,1,1,45,6,16,4,2
725,73,5,1,0,35,3,27,6,31,5,3,1,45,6,16,4,2
726,73,6,0,1,23,6,27,5,35,3,2,1,45,6,16,4,2
727,73,7,1,0,35,3,31,5,23,6,2,1,45,6,16,4,2
728,73,8,0,0,27,5,23,6,31,3,3,1,45,6,16,4,2
729,73,9,0,0,35,3,31,4,27,6,2,1,45,6,16,4,2
730,73,10,0,0,23,6,27,4,31,3,3,1,45,6,16,4,2
731,74,1,1,1,23,6,27,4,35,3,2,1,60,4,13,2,4
732,74,2,0,1,27,5,35,4,23,6,1,1,60,4,13,2,4
733,74,3,1,0,35,3,23,5,31,4,2,1,60,4,13,2,4
734,74,4,0,1,27,4,23,5,35,3,1,1,60,4,13,2,4
735,74,5,1,0,35,3,27,6,31,5,1,1,60,4,13,2,4
736,74,6,0,1,23,6,27,5,35,3,2,1,60,4,13,2,4
737,74,7,1,0,35,3,31,5,23,6,1,1,60,4,13,2,4
738,74,8,0,0,27,5,23,6,31,3,1,1,60,4,13,2,4
739,74,9,0,0,35,3,31,4,27,6,2,1,60,4,13,2,4
740,74,10,0,0,23,6,27,4,31,3,2,1,60,4,13,2,4
741,75,1,1,1,23,6,27,4,35,3,2,2,32,4,15,2,5
742,75,2,0,1,27,5,35,4,23,6,1,2,32,4,15,2,5
743,75,3,1,0,35,3,23,5,31,4,2,2,32,4,15,2,5
744,75,4,0,1,27,4,23,5,35,3,2,2,32,4,15,2,5
745,75,5,1,0,35,3,27,6,31,5,2,2,32,4,15,2,5
746,75,6,0,1,23,6,27,5,35,3,2,2,32,4,15,2,5
747,75,7,1,0,35,3,31,5,23,6,3,2,32,4,15,2,5
748,75,8,0,0,27,5,23,6,31,3,2,2,32,4,15,2,5
749,75,9,0,0,35,3,31,4,27,6,3,2,32,4,15,2,5
750,75,10,0,0,23,6,27,4,31,3,2,2,32,4,15,2,5
751,76,1,1,1,23,6,27,4,35,3,2,2,56,5,6,1,4
752,76,2,0,1,27,5,35,4,23,6,1,2,56,5,6,1,4
753,76,3,1,0,35,3,23,5,31,4,3,2,56,5,6,1,4
754,76,4,0,1,27,4,23,5,35,3,1,2,56,5,6,1,4
755,76,5,1,0,35,3,27,6,31,5,1,2,56,5,6,1,4
756,76,6,0,1,23,6,27,5,35,3,3,2,56,5,6,1,4
757,76,7,1,0,35,3,31,5,23,6,1,2,56,5,6,1,4
758,76,8,0,0,27,5,23,6,31,3,3,2,56,5,6,1,4
759,76,9,0,0,35,3,31,4,27,6,1,2,56,5,6,1,4
760,76,10,0,0,23,6,27,4,31,3,2,2,56,5,6,1,4
761,77,1,1,1,23,6,27,4,35,3,2,1,34,4,11,2,3
762,77,2,0,1,27,5,35,4,23,6,3,1,34,4,11,2,3
763,77,3,1,0,35,3,23,5,31,4,2,1,34,4,11,2,3
764,77,4,0,1,27,4,23,5,35,3,2,1,34,4,11,2,3
765,77,5,1,0,35,3,27,6,31,5,2,1,34,4,11,2,3
766,77,6,0,1,23,6,27,5,35,3,1,1,34,4,11,2,3
767,77,7,1,0,35,3,31,5,23,6,3,1,34,4,11,2,3
768,77,8,0,0,27,5,23,6,31,3,2,1,34,4,11,2,3
769,77,9,0,0,35,3,31,4,27,6,2,1,34,4,11,2,3
770,77,10,0,0,23,6,27,4,31,3,1,1,34,4,11,2,3
771,78,1,1,1,23,6,27,4,35,3,2,88888,88888,88888,88888,88888,88888
772,78,2,0,1,27,5,35,4,23,6,1,88888,88888,88888,88888,88888,88888
773,78,3,1,0,35,3,23,5,31,4,3,88888,88888,88888,88888,88888,88888
774,78,4,0,1,27,4,23,5,35,3,1,88888,88888,88888,88888,88888,88888
775,78,5,1,0,35,3,27,6,31,5,3,88888,88888,88888,88888,88888,88888
776,78,6,0,1,23,6,27,5,35,3,2,88888,88888,88888,88888,88888,88888
777,78,7,1,0,35,3,31,5,23,6,2,88888,88888,88888,88888,88888,88888
778,78,8,0,0,27,5,23,6,31,3,3,88888,88888,88888,88888,88888,88888
779,78,9,0,0,35,3,31,4,27,6,2,88888,88888,88888,88888,88888,88888
780,78,10,0,0,23,6,27,4,31,3,3,88888,88888,88888,88888,88888,88888
781,79,1,1,1,23,6,27,4,35,3,2,1,58,5,18,1,1
782,79,2,0,1,27,5,35,4,23,6,1,1,58,5,18,1,1
783,79,3,1,0,35,3,23,5,31,4,3,1,58,5,18,1,1
784,79,4,0,1,27,4,23,5,35,3,2,1,58,5,18,1,1
785,79,5,1,0,35,3,27,6,31,5,2,1,58,5,18,1,1
786,79,6,0,1,23,6,27,5,35,3,2,1,58,5,18,1,1
787,79,7,1,0,35,3,31,5,23,6,2,1,58,5,18,1,1
788,79,8,0,0,27,5,23,6,31,3,1,1,58,5,18,1,1
789,79,9,0,0,35,3,31,4,27,6,2,1,58,5,18,1,1
790,79,10,0,0,23,6,27,4,31,3,2,1,58,5,18,1,1
791,80,1,1,1,23,6,27,4,35,3,1,2,39,4,16,1,3
792,80,2,0,1,27,5,35,4,23,6,3,2,39,4,16,1,3
793,80,3,1,0,35,3,23,5,31,4,2,2,39,4,16,1,3
794,80,4,0,1,27,4,23,5,35,3,2,2,39,4,16,1,3
795,80,5,1,0,35,3,27,6,31,5,2,2,39,4,16,1,3
796,80,6,0,1,23,6,27,5,35,3,1,2,39,4,16,1,3
797,80,7,1,0,35,3,31,5,23,6,3,2,39,4,16,1,3
798,80,8,0,0,27,5,23,6,31,3,2,2,39,4,16,1,3
799,80,9,0,0,35,3,31,4,27,6,3,2,39,4,16,1,3
800,80,10,0,0,23,6,27,4,31,3,1,2,39,4,16,1,3
801,81,1,1,1,23,6,27,4,35,3,3,2,47,7,20,4,1
802,81,2,0,1,27,5,35,4,23,6,2,2,47,7,20,4,1
803,81,3,1,0,35,3,23,5,31,4,1,2,47,7,20,4,1
804,81,4,0,1,27,4,23,5,35,3,3,2,47,7,20,4,1
805,81,5,1,0,35,3,27,6,31,5,1,2,47,7,20,4,1
806,81,6,0,1,23,6,27,5,35,3,3,2,47,7,20,4,1
807,81,7,1,0,35,3,31,5,23,6,1,2,47,7,20,4,1
808,81,8,0,0,27,5,23,6,31,3,3,2,47,7,20,4,1
809,81,9,0,0,35,3,31,4,27,6,1,2,47,7,20,4,1
810,81,10,0,0,23,6,27,4,31,3,3,2,47,7,20,4,1
811,82,1,1,1,23,6,27,4,35,3,2,2,40,6,13,5,2
812,82,2,0,1,27,5,35,4,23,6,1,2,40,6,13,5,2
813,82,3,1,0,35,3,23,5,31,4,2,2,40,6,13,5,2
814,82,4,0,1,27,4,23,5,35,3,1,2,40,6,13,5,2
815,82,5,1,0,35,3,27,6,31,5,2,2,40,6,13,5,2
816,82,6,0,1,23,6,27,5,35,3,2,2,40,6,13,5,2
817,82,7,1,0,35,3,31,5,23,6,2,2,40,6,13,5,2
818,82,8,0,0,27,5,23,6,31,3,1,2,40,6,13,5,2
819,82,9,0,0,35,3,31,4,27,6,3,2,40,6,13,5,2
820,82,10,0,0,23,6,27,4,31,3,2,2,40,6,13,5,2
821,83,1,1,1,23,6,27,4,35,3,2,1,35,6,17,2,2
822,83,2,0,1,27,5,35,4,23,6,1,1,35,6,17,2,2
823,83,3,1,0,35,3,23,5,31,4,2,1,35,6,17,2,2
824,83,4,0,1,27,4,23,5,35,3,1,1,35,6,17,2,2
825,83,5,1,0,35,3,27,6,31,5,3,1,35,6,17,2,2
826,83,6,0,1,23,6,27,5,35,3,2,1,35,6,17,2,2
827,83,7,1,0,35,3,31,5,23,6,1,1,35,6,17,2,2
828,83,8,0,0,27,5,23,6,31,3,1,1,35,6,17,2,2
829,83,9,0,0,35,3,31,4,27,6,2,1,35,6,17,2,2
830,83,10,0,0,23,6,27,4,31,3,2,1,35,6,17,2,2
831,84,1,1,1,23,6,27,4,35,3,2,1,59,6,16,1,2
832,84,2,0,1,27,5,35,4,23,6,3,1,59,6,16,1,2
833,84,3,1,0,35,3,23,5,31,4,2,1,59,6,16,1,2
834,84,4,0,1,27,4,23,5,35,3,1,1,59,6,16,1,2
835,84,5,1,0,35,3,27,6,31,5,1,1,59,6,16,1,2
836,84,6,0,1,23,6,27,5,35,3,3,1,59,6,16,1,2
837,84,7,1,0,35,3,31,5,23,6,1,1,59,6,16,1,2
838,84,8,0,0,27,5,23,6,31,3,3,1,59,6,16,1,2
839,84,9,0,0,35,3,31,4,27,6,1,1,59,6,16,1,2
840,84,10,0,0,23,6,27,4,31,3,3,1,59,6,16,1,2
841,85,1,1,1,23,6,27,4,35,3,1,1,45,5,14,1,2
842,85,2,0,1,27,5,35,4,23,6,1,1,45,5,14,1,2
843,85,3,1,0,35,3,23,5,31,4,2,1,45,5,14,1,2
844,85,4,0,1,27,4,23,5,35,3,2,1,45,5,14,1,2
845,85,5,1,0,35,3,27,6,31,5,2,1,45,5,14,1,2
846,85,6,0,1,23,6,27,5,35,3,1,1,45,5,14,1,2
847,85,7,1,0,35,3,31,5,23,6,1,1,45,5,14,1,2
848,85,8,0,0,27,5,23,6,31,3,3,1,45,5,14,1,2
849,85,9,0,0,35,3,31,4,27,6,2,1,45,5,14,1,2
850,85,10,0,0,23,6,27,4,31,3,3,1,45,5,14,1,2
851,86,1,1,1,23,6,27,4,35,3,2,1,60,2,15,2,4
852,86,2,0,1,27,5,35,4,23,6,1,1,60,2,15,2,4
853,86,3,1,0,35,3,23,5,31,4,2,1,60,2,15,2,4
854,86,4,0,1,27,4,23,5,35,3,1,1,60,2,15,2,4
855,86,5,1,0,35,3,27,6,31,5,2,1,60,2,15,2,4
856,86,6,0,1,23,6,27,5,35,3,2,1,60,2,15,2,4
857,86,7,1,0,35,3,31,5,23,6,1,1,60,2,15,2,4
858,86,8,0,0,27,5,23,6,31,3,3,1,60,2,15,2,4
859,86,9,0,0,35,3,31,4,27,6,1,1,60,2,15,2,4
860,86,10,0,0,23,6,27,4,31,3,2,1,60,2,15,2,4
861,87,1,1,1,23,6,27,4,35,3,1,1,45,6,15,1,2
862,87,2,0,1,27,5,35,4,23,6,3,1,45,6,15,1,2
863,87,3,1,0,35,3,23,5,31,4,2,1,45,6,15,1,2
864,87,4,0,1,27,4,23,5,35,3,2,1,45,6,15,1,2
865,87,5,1,0,35,3,27,6,31,5,2,1,45,6,15,1,2
866,87,6,0,1,23,6,27,5,35,3,1,1,45,6,15,1,2
867,87,7,1,0,35,3,31,5,23,6,3,1,45,6,15,1,2
868,87,8,0,0,27,5,23,6,31,3,2,1,45,6,15,1,2
869,87,9,0,0,35,3,31,4,27,6,3,1,45,6,15,1,2
870,87,10,0,0,23,6,27,4,31,3,1,1,45,6,15,1,2
871,88,1,1,1,23,6,27,4,35,3,2,2,37,6,8,1,2
872,88,2,0,1,27,5,35,4,23,6,1,2,37,6,8,1,2
873,88,3,1,0,35,3,23,5,31,4,1,2,37,6,8,1,2
874,88,4,0,1,27,4,23,5,35,3,2,2,37,6,8,1,2
875,88,5,1,0,35,3,27,6,31,5,2,2,37,6,8,1,2
876,88,6,0,1,23,6,27,5,35,3,2,2,37,6,8,1,2
877,88,7,1,0,35,3,31,5,23,6,3,2,37,6,8,1,2
878,88,8,0,0,27,5,23,6,31,3,2,2,37,6,8,1,2
879,88,9,0,0,35,3,31,4,27,6,3,2,37,6,8,1,2
880,88,10,0,0,23,6,27,4,31,3,2,2,37,6,8,1,2
881,89,1,1,1,23,6,27,4,35,3,2,2,36,4,3,4,3
882,89,2,0,1,27,5,35,4,23,6,1,2,36,4,3,4,3
883,89,3,1,0,35,3,23,5,31,4,3,2,36,4,3,4,3
884,89,4,0,1,27,4,23,5,35,3,1,2,36,4,3,4,3
885,89,5,1,0,35,3,27,6,31,5,3,2,36,4,3,4,3
886,89,6,0,1,23,6,27,5,35,3,2,2,36,4,3,4,3
887,89,7,1,0,35,3,31,5,23,6,2,2,36,4,3,4,3
888,89,8,0,0,27,5,23,6,31,3,1,2,36,4,3,4,3
889,89,9,0,0,35,3,31,4,27,6,2,2,36,4,3,4,3
890,89,10,0,0,23,6,27,4,31,3,2,2,36,4,3,4,3
891,90,1,1,1,23,6,27,4,35,3,2,1,32,5,14,2,4
892,90,2,0,1,27,5,35,4,23,6,1,1,32,5,14,2,4
893,90,3,1,0,35,3,23,5,31,4,2,1,32,5,14,2,4
894,90,4,0,1,27,4,23,5,35,3,1,1,32,5,14,2,4
895,90,5,1,0,35,3,27,6,31,5,3,1,32,5,14,2,4
896,90,6,0,1,23,6,27,5,35,3,2,1,32,5,14,2,4
897,90,7,1,0,35,3,31,5,23,6,2,1,32,5,14,2,4
898,90,8,0,0,27,5,23,6,31,3,1,1,32,5,14,2,4
899,90,9,0,0,35,3,31,4,27,6,2,1,32,5,14,2,4
900,90,10,0,0,23,6,27,4,31,3,2,1,32,5,14,2,4
901,91,1,1,1,23,6,27,4,35,3,2,1,42,5,7,2,2
902,91,2,0,1,27,5,35,4,23,6,1,1,42,5,7,2,2
903,91,3,1,0,35,3,23,5,31,4,2,1,42,5,7,2,2
904,91,4,0,1,27,4,23,5,35,3,1,1,42,5,7,2,2
905,91,5,1,0,35,3,27,6,31,5,3,1,42,5,7,2,2
906,91,6,0,1,23,6,27,5,35,3,2,1,42,5,7,2,2
907,91,7,1,0,35,3,31,5,23,6,2,1,42,5,7,2,2
908,91,8,0,0,27,5,23,6,31,3,1,1,42,5,7,2,2
909,91,9,0,0,35,3,31,4,27,6,1,1,42,5,7,2,2
910,91,10,0,0,23,6,27,4,31,3,2,1,42,5,7,2,2
911,92,1,1,1,23,6,27,4,35,3,2,1,24,6,17,4,1
912,92,2,0,1,27,5,35,4,23,6,3,1,24,6,17,4,1
913,92,3,1,0,35,3,23,5,31,4,2,1,24,6,17,4,1
914,92,4,0,1,27,4,23,5,35,3,1,1,24,6,17,4,1
915,92,5,1,0,35,3,27,6,31,5,2,1,24,6,17,4,1
916,92,6,0,1,23,6,27,5,35,3,1,1,24,6,17,4,1
917,92,7,1,0,35,3,31,5,23,6,3,1,24,6,17,4,1
918,92,8,0,0,27,5,23,6,31,3,1,1,24,6,17,4,1
919,92,9,0,0,35,3,31,4,27,6,2,1,24,6,17,4,1
920,92,10,0,0,23,6,27,4,31,3,2,1,24,6,17,4,1
921,93,1,1,1,23,6,27,4,35,3,2,2,47,6,18,2,3
922,93,2,0,1,27,5,35,4,23,6,2,2,47,6,18,2,3
923,93,3,1,0,35,3,23,5,31,4,1,2,47,6,18,2,3
924,93,4,0,1,27,4,23,5,35,3,3,2,47,6,18,2,3
925,93,5,1,0,35,3,27,6,31,5,1,2,47,6,18,2,3
926,93,6,0,1,23,6,27,5,35,3,3,2,47,6,18,2,3
927,93,7,1,0,35,3,31,5,23,6,1,2,47,6,18,2,3
928,93,8,0,0,27,5,23,6,31,3,3,2,47,6,18,2,3
929,93,9,0,0,35,3,31,4,27,6,1,2,47,6,18,2,3
930,93,10,0,0,23,6,27,4,31,3,3,2,47,6,18,2,3
931,94,1,1,1,23,6,27,4,35,3,2,1,39,2,9,2,4
932,94,2,0,1,27,5,35,4,23,6,1,1,39,2,9,2,4
933,94,3,1,0,35,3,23,5,31,4,2,1,39,2,9,2,4
934,94,4,0,1,27,4,23,5,35,3,2,1,39,2,9,2,4
935,94,5,1,0,35,3,27,6,31,5,2,1,39,2,9,2,4
936,94,6,0,1,23,6,27,5,35,3,1,1,39,2,9,2,4
937,94,7,1,0,35,3,31,5,23,6,2,1,39,2,9,2,4
938,94,8,0,0,27,5,23,6,31,3,1,1,39,2,9,2,4
939,94,9,0,0,35,3,31,4,27,6,2,1,39,2,9,2,4
940,94,10,0,0,23,6,27,4,31,3,2,1,39,2,9,2,4
941,95,1,1,1,23,6,27,4,35,3,2,2,44,6,19,2,2
942,95,2,0,1,27,5,35,4,23,6,1,2,44,6,19,2,2
943,95,3,1,0,35,3,23,5,31,4,2,2,44,6,19,2,2
944,95,4,0,1,27,4,23,5,35,3,1,2,44,6,19,2,2
945,95,5,1,0,35,3,27,6,31,5,3,2,44,6,19,2,2
946,95,6,0,1,23,6,27,5,35,3,3,2,44,6,19,2,2
947,95,7,1,0,35,3,31,5,23,6,1,2,44,6,19,2,2
948,95,8,0,0,27,5,23,6,31,3,3,2,44,6,19,2,2
949,95,9,0,0,35,3,31,4,27,6,1,2,44,6,19,2,2
950,95,10,0,0,23,6,27,4,31,3,2,2,44,6,19,2,2
951,96,1,1,1,23,6,27,4,35,3,1,1,46,6,18,4,1
952,96,2,0,1,27,5,35,4,23,6,1,1,46,6,18,4,1
953,96,3,1,0,35,3,23,5,31,4,2,1,46,6,18,4,1
954,96,4,0,1,27,4,23,5,35,3,2,1,46,6,18,4,1
955,96,5,1,0,35,3,27,6,31,5,2,1,46,6,18,4,1
956,96,6,0,1,23,6,27,5,35,3,1,1,46,6,18,4,1
957,96,7,1,0,35,3,31,5,23,6,3,1,46,6,18,4,1
958,96,8,0,0,27,5,23,6,31,3,2,1,46,6,18,4,1
959,96,9,0,0,35,3,31,4,27,6,3,1,46,6,18,4,1
960,96,10,0,0,23,6,27,4,31,3,1,1,46,6,18,4,1
961,97,1,1,1,23,6,27,4,35,3,2,2,31,6,15,2,2
962,97,2,0,1,27,5,35,4,23,6,1,2,31,6,15,2,2
963,97,3,1,0,35,3,23,5,31,4,2,2,31,6,15,2,2
964,97,4,0,1,27,4,23,5,35,3,1,2,31,6,15,2,2
965,97,5,1,0,35,3,27,6,31,5,3,2,31,6,15,2,2
966,97,6,0,1,23,6,27,5,35,3,2,2,31,6,15,2,2
967,97,7,1,0,35,3,31,5,23,6,2,2,31,6,15,2,2
968,97,8,0,0,27,5,23,6,31,3,1,2,31,6,15,2,2
969,97,9,0,0,35,3,31,4,27,6,2,2,31,6,15,2,2
970,97,10,0,0,23,6,27,4,31,3,2,2,31,6,15,2,2
971,98,1,1,1,23,6,27,4,35,3,2,88888,88888,88888,88888,88888,88888
972,98,2,0,1,27,5,35,4,23,6,1,88888,88888,88888,88888,88888,88888
973,98,3,1,0,35,3,23,5,31,4,3,88888,88888,88888,88888,88888,88888
974,98,4,0,1,27,4,23,5,35,3,1,88888,88888,88888,88888,88888,88888
975,98,5,1,0,35,3,27,6,31,5,3,88888,88888,88888,88888,88888,88888
976,98,6,0,1,23,6,27,5,35,3,2,88888,88888,88888,88888,88888,88888
977,98,7,1,0,35,3,31,5,23,6,2,88888,88888,88888,88888,88888,88888
978,98,8,0,0,27,5,23,6,31,3,1,88888,88888,88888,88888,88888,88888
979,98,9,0,0,35,3,31,4,27,6,2,88888,88888,88888,88888,88888,88888
980,98,10,0,0,23,6,27,4,31,3,2,88888,88888,88888,88888,88888,88888
981,99,1,1,1,23,6,27,4,35,3,2,1,48,6,15,2,1
982,99,2,0,1,27,5,35,4,23,6,2,1,48,6,15,2,1
983,99,3,1,0,35,3,23,5,31,4,3,1,48,6,15,2,1
984,99,4,0,1,27,4,23,5,35,3,1,1,48,6,15,2,1
985,99,5,1,0,35,3,27,6,31,5,1,1,48,6,15,2,1
986,99,6,0,1,23,6,27,5,35,3,2,1,48,6,15,2,1
987,99,7,1,0,35,3,31,5,23,6,2,1,48,6,15,2,1
988,99,8,0,0,27,5,23,6,31,3,3,1,48,6,15,2,1
989,99,9,0,0,35,3,31,4,27,6,2,1,48,6,15,2,1
990,99,10,0,0,23,6,27,4,31,3,2,1,48,6,15,2,1
991,100,1,1,1,23,6,27,4,35,3,3,2,41,6,13,4,2
992,100,2,0,1,27,5,35,4,23,6,2,2,41,6,13,4,2
993,100,3,1,0,35,3,23,5,31,4,1,2,41,6,13,4,2
994,100,4,0,1,27,4,23,5,35,3,3,2,41,6,13,4,2
995,100,5,1,0,35,3,27,6,31,5,1,2,41,6,13,4,2
996,100,6,0,1,23,6,27,5,35,3,3,2,41,6,13,4,2
997,100,7,1,0,35,3,31,5,23,6,1,2,41,6,13,4,2
998,100,8,0,0,27,5,23,6,31,3,3,2,41,6,13,4,2
999,100,9,0,0,35,3,31,4,27,6,1,2,41,6,13,4,2
1000,100,10,0,0,23,6,27,4,31,3,3,2,41,6,13,4,2
1001,101,1,1,1,23,6,27,4,35,3,3,1,28,4,18,2,4
1002,101,2,0,1,27,5,35,4,23,6,2,1,28,4,18,2,4
1003,101,3,1,0,35,3,23,5,31,4,1,1,28,4,18,2,4
1004,101,4,0,1,27,4,23,5,35,3,3,1,28,4,18,2,4
1005,101,5,1,0,35,3,27,6,31,5,1,1,28,4,18,2,4
1006,101,6,0,1,23,6,27,5,35,3,3,1,28,4,18,2,4
1007,101,7,1,0,35,3,31,5,23,6,1,1,28,4,18,2,4
1008,101,8,0,0,27,5,23,6,31,3,3,1,28,4,18,2,4
1009,101,9,0,0,35,3,31,4,27,6,1,1,28,4,18,2,4
1010,101,10,0,0,23,6,27,4,31,3,3,1,28,4,18,2,4
1011,102,1,1,1,23,6,27,4,35,3,2,88888,88888,88888,88888,88888,88888
1012,102,2,0,1,27,5,35,4,23,6,1,88888,88888,88888,88888,88888,88888
1013,102,3,1,0,35,3,23,5,31,4,1,88888,88888,88888,88888,88888,88888
1014,102,4,0,1,27,4,23,5,35,3,3,88888,88888,88888,88888,88888,88888
1015,102,5,1,0,35,3,27,6,31,5,1,88888,88888,88888,88888,88888,88888
1016,102,6,0,1,23,6,27,5,35,3,3,88888,88888,88888,88888,88888,88888
1017,102,7,1,0,35,3,31,5,23,6,1,88888,88888,88888,88888,88888,88888
1018,102,8,0,0,27,5,23,6,31,3,3,88888,88888,88888,88888,88888,88888
1019,102,9,0,0,35,3,31,4,27,6,1,88888,88888,88888,88888,88888,88888
1020,102,10,0,0,23,6,27,4,31,3,3,88888,88888,88888,88888,88888,88888
1021,103,1,1,1,23,6,27,4,35,3,3,2,58,6,13,4,2
1022,103,2,0,1,27,5,35,4,23,6,2,2,58,6,13,4,2
1023,103,3,1,0,35,3,23,5,31,4,1,2,58,6,13,4,2
1024,103,4,0,1,27,4,23,5,35,3,3,2,58,6,13,4,2
1025,103,5,1,0,35,3,27,6,31,5,1,2,58,6,13,4,2
1026,103,6,0,1,23,6,27,5,35,3,3,2,58,6,13,4,2
1027,103,7,1,0,35,3,31,5,23,6,1,2,58,6,13,4,2
1028,103,8,0,0,27,5,23,6,31,3,3,2,58,6,13,4,2
1029,103,9,0,0,35,3,31,4,27,6,1,2,58,6,13,4,2
1030,103,10,0,0,23,6,27,4,31,3,3,2,58,6,13,4,2
1031,104,1,1,1,23,6,27,4,35,3,2,88888,88888,88888,88888,88888,88888
1032,104,2,0,1,27,5,35,4,23,6,3,88888,88888,88888,88888,88888,88888
1033,104,3,1,0,35,3,23,5,31,4,2,88888,88888,88888,88888,88888,88888
1034,104,4,0,1,27,4,23,5,35,3,2,88888,88888,88888,88888,88888,88888
1035,104,5,1,0,35,3,27,6,31,5,1,88888,88888,88888,88888,88888,88888
1036,104,6,0,1,23,6,27,5,35,3,3,88888,88888,88888,88888,88888,88888
1037,104,7,1,0,35,3,31,5,23,6,1,88888,88888,88888,88888,88888,88888
1038,104,8,0,0,27,5,23,6,31,3,3,88888,88888,88888,88888,88888,88888
1039,104,9,0,0,35,3,31,4,27,6,2,88888,88888,88888,88888,88888,88888
1040,104,10,0,0,23,6,27,4,31,3,2,88888,88888,88888,88888,88888,88888
1041,105,1,1,1,23,6,27,4,35,3,3,1,31,4,15,1,2
1042,105,2,0,1,27,5,35,4,23,6,1,1,31,4,15,1,2
1043,105,3,1,0,35,3,23,5,31,4,2,1,31,4,15,1,2
1044,105,4,0,1,27,4,23,5,35,3,2,1,31,4,15,1,2
1045,105,5,1,0,35,3,27,6,31,5,1,1,31,4,15,1,2
1046,105,6,0,1,23,6,27,5,35,3,2,1,31,4,15,1,2
1047,105,7,1,0,35,3,31,5,23,6,3,1,31,4,15,1,2
1048,105,8,0,0,27,5,23,6,31,3,1,1,31,4,15,1,2
1049,105,9,0,0,35,3,31,4,27,6,2,1,31,4,15,1,2
1050,105,10,0,0,23,6,27,4,31,3,2,1,31,4,15,1,2
1051,106,1,1,1,23,6,27,4,35,3,2,2,36,6,19,2,2
1052,106,2,0,1,27,5,35,4,23,6,1,2,36,6,19,2,2
1053,106,3,1,0,35,3,23,5,31,4,2,2,36,6,19,2,2
1054,106,4,0,1,27,4,23,5,35,3,1,2,36,6,19,2,2
1055,106,5,1,0,35,3,27,6,31,5,2,2,36,6,19,2,2
1056,106,6,0,1,23,6,27,5,35,3,1,2,36,6,19,2,2
1057,106,7,1,0,35,3,31,5,23,6,3,2,36,6,19,2,2
1058,106,8,0,0,27,5,23,6,31,3,1,2,36,6,19,2,2
1059,106,9,0,0,35,3,31,4,27,6,2,2,36,6,19,2,2
1060,106,10,0,0,23,6,27,4,31,3,2,2,36,6,19,2,2